mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_classify,param_classify__activation,param_classify__class_weight,param_classify__dropout,param_classify__hidden_layers,param_classify__optimizer,param_reduce_dim__percentile,param_union__class__text__analyzer,param_union__class__text__ngram_range,param_union__class__text__use_idf,param_union__transformer_weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score,run_nb
833.7955078125,0.9156768321990967,0.8416314993888285,0.8919480863975012,<utils.MyKerasClassifier object at 0x7fa0b72ba320>,tanh,balanced,0.21373851001178523,[1000],adam,100,char_wb,"(1, 1)",True,"{'class': 1.0, 'numeric': 1.0}","{'classify__class_weight': 'balanced', 'union__class__text__analyzer': 'char_wb', 'reduce_dim__percentile': 100, 'union__class__text__ngram_range': (1, 1), 'classify__optimizer': 'adam', 'classify__hidden_layers': [1000], 'union__class__text__use_idf': True, 'union__transformer_weights': {'class': 1.0, 'numeric': 1.0}, 'classify__dropout': 0.21373851001178523, 'classify__activation': 'tanh', 'classify': <utils.MyKerasClassifier object at 0x7fa0b72ba320>}",2,0.847451575470856,0.8869883075192727,0.8197680085778342,0.9208742564670079,0.833676718486608,0.8601213981090777,0.8853762081112817,0.9129818528243141,0.8218870045910242,0.8787746170678337,225.99219356677065,0.10511596926785716,0.023993866789931925,0.022316901366887087,0
590.7776484489441,0.8597718715667725,0.8434418507137798,0.9458223232010787,<utils.MyKerasClassifier object at 0x7fa0b72ba320>,relu,balanced,0.3779062919529712,"[1000, 500]",rmsprop,100,char_wb,"(1, 1)",False,"{'class': 1.0, 'numeric': 1.0}","{'classify__class_weight': 'balanced', 'union__class__text__analyzer': 'char_wb', 'reduce_dim__percentile': 100, 'union__class__text__ngram_range': (1, 1), 'classify__optimizer': 'rmsprop', 'classify__hidden_layers': [1000, 500], 'union__class__text__use_idf': False, 'union__transformer_weights': {'class': 1.0, 'numeric': 1.0}, 'classify__dropout': 0.3779062919529712, 'classify__activation': 'relu', 'classify': <utils.MyKerasClassifier object at 0x7fa0b72ba320>}",1,0.8411889989813872,0.950880401397388,0.8010662454339026,0.9325428254621982,0.8505813394830403,0.9482541962121891,0.8910767027655956,0.9467698842227854,0.8333015812535721,0.950664308710833,124.31515405657676,0.09536608930270109,0.029064265897004858,0.006814483357461613,0
